week_label,year,month,week,product_id,product_name,category,brand,stock_received_week,sold_qty_week,damaged_week,cum_stock,cum_sold,cum_damaged,current_inventory
2023-08 3주차,2023,8,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",4.0,0.0,6.0,155.0,15.0,92.0,140.0
2023-08 4주차,2023,8,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,8.0,155.0,15.0,100.0,140.0
2023-08 5주차,2023,8,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,0.0,158.0,15.0,100.0,143.0
2023-09 1주차,2023,9,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,6.0,158.0,15.0,106.0,143.0
2023-09 2주차,2023,9,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,4.0,2.0,161.0,19.0,108.0,142.0
2023-09 3주차,2023,9,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,1.0,0.0,168.0,20.0,108.0,148.0
2023-09 4주차,2023,9,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,6.0,171.0,20.0,114.0,151.0
2023-09 5주차,2023,9,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,2.0,171.0,20.0,116.0,151.0
2023-10 1주차,2023,10,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",11.0,0.0,2.0,182.0,20.0,118.0,162.0
2023-10 2주차,2023,10,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,1.0,2.0,189.0,21.0,120.0,168.0
2023-10 3주차,2023,10,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",10.0,2.0,4.0,199.0,23.0,124.0,176.0
2023-10 4주차,2023,10,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,6.0,199.0,23.0,130.0,176.0
2023-10 5주차,2023,10,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",8.0,0.0,0.0,207.0,23.0,130.0,184.0
2023-11 1주차,2023,11,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",4.0,0.0,4.0,211.0,23.0,134.0,188.0
2023-11 2주차,2023,11,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,0.0,2.0,218.0,23.0,136.0,195.0
2023-11 3주차,2023,11,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",8.0,3.0,2.0,226.0,26.0,138.0,200.0
2023-11 4주차,2023,11,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",1.0,0.0,4.0,227.0,26.0,142.0,201.0
2023-11 5주차,2023,11,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,0.0,227.0,26.0,142.0,201.0
2023-12 1주차,2023,12,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,0.0,6.0,234.0,26.0,148.0,208.0
2023-12 2주차,2023,12,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",5.0,0.0,4.0,239.0,26.0,152.0,213.0
2023-12 3주차,2023,12,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,6.0,242.0,26.0,158.0,216.0
2023-12 4주차,2023,12,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",12.0,0.0,2.0,254.0,26.0,160.0,228.0
2023-12 5주차,2023,12,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,2.0,254.0,26.0,162.0,228.0
2024-01 1주차,2024,1,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,6.0,260.0,26.0,168.0,234.0
2024-01 2주차,2024,1,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",9.0,0.0,2.0,269.0,26.0,170.0,243.0
2024-01 3주차,2024,1,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,0.0,6.0,276.0,26.0,176.0,250.0
2024-01 4주차,2024,1,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",4.0,0.0,4.0,280.0,26.0,180.0,254.0
2024-01 5주차,2024,1,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,4.0,280.0,26.0,184.0,254.0
2024-02 1주차,2024,2,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",9.0,2.0,4.0,289.0,28.0,188.0,261.0
2024-02 2주차,2024,2,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",9.0,0.0,4.0,298.0,28.0,192.0,270.0
2024-02 3주차,2024,2,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,4.0,304.0,28.0,196.0,276.0
2024-02 4주차,2024,2,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,2.0,310.0,28.0,198.0,282.0
2024-02 5주차,2024,2,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,0.0,313.0,28.0,198.0,285.0
2024-03 1주차,2024,3,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,0.0,6.0,320.0,28.0,204.0,292.0
2024-03 2주차,2024,3,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,2.0,323.0,28.0,206.0,295.0
2024-03 3주차,2024,3,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,0.0,2.0,330.0,28.0,208.0,302.0
2024-03 4주차,2024,3,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,4.0,336.0,28.0,212.0,308.0
2024-03 5주차,2024,3,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,3.0,4.0,342.0,31.0,216.0,311.0
2024-04 1주차,2024,4,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,2.0,345.0,31.0,218.0,314.0
2024-04 2주차,2024,4,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,8.0,351.0,31.0,226.0,320.0
2024-04 3주차,2024,4,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,0.0,354.0,31.0,226.0,323.0
2024-04 4주차,2024,4,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,4.0,360.0,31.0,230.0,329.0
2024-04 5주차,2024,4,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,2.0,360.0,31.0,232.0,329.0
2024-05 1주차,2024,5,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,2.0,366.0,31.0,234.0,335.0
2024-05 2주차,2024,5,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,2.0,369.0,31.0,236.0,338.0
2024-05 3주차,2024,5,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,10.0,375.0,31.0,246.0,344.0
2024-05 4주차,2024,5,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,6.0,381.0,31.0,252.0,350.0
2024-05 5주차,2024,5,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,2.0,381.0,31.0,254.0,350.0
2024-06 1주차,2024,6,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,4.0,387.0,31.0,258.0,356.0
2024-06 2주차,2024,6,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,6.0,393.0,31.0,264.0,362.0
2024-06 3주차,2024,6,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,2.0,6.0,399.0,33.0,270.0,366.0
2024-06 4주차,2024,6,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",10.0,0.0,2.0,409.0,33.0,272.0,376.0
2024-06 5주차,2024,6,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,2.0,412.0,33.0,274.0,379.0
2024-07 1주차,2024,7,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,2.0,2.0,418.0,35.0,276.0,383.0
2024-07 2주차,2024,7,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",13.0,0.0,0.0,431.0,35.0,276.0,396.0
2024-07 3주차,2024,7,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,1.0,6.0,437.0,36.0,282.0,401.0
2024-07 4주차,2024,7,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",4.0,0.0,2.0,441.0,36.0,284.0,405.0
2024-07 5주차,2024,7,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",4.0,0.0,2.0,445.0,36.0,286.0,409.0
2024-08 1주차,2024,8,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,2.0,4.0,452.0,38.0,290.0,414.0
2024-08 2주차,2024,8,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",9.0,0.0,4.0,461.0,38.0,294.0,423.0
2024-08 3주차,2024,8,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",13.0,0.0,4.0,474.0,38.0,298.0,436.0
2024-08 4주차,2024,8,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,1.0,6.0,480.0,39.0,304.0,441.0
2024-08 5주차,2024,8,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,2.0,483.0,39.0,306.0,444.0
2024-09 1주차,2024,9,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",9.0,0.0,2.0,492.0,39.0,308.0,453.0
2024-09 2주차,2024,9,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,3.0,2.0,495.0,42.0,310.0,453.0
2024-09 3주차,2024,9,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",12.0,4.0,2.0,507.0,46.0,312.0,461.0
2024-09 4주차,2024,9,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",7.0,2.0,0.0,514.0,48.0,312.0,466.0
2024-09 5주차,2024,9,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",0.0,0.0,0.0,514.0,48.0,312.0,466.0
2024-10 1주차,2024,10,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",15.0,0.0,2.0,529.0,48.0,314.0,481.0
2024-10 2주차,2024,10,2,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,4.0,532.0,48.0,318.0,484.0
2024-10 3주차,2024,10,3,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,8.0,535.0,48.0,326.0,487.0
2024-10 4주차,2024,10,4,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,0.0,4.0,538.0,48.0,330.0,490.0
2024-10 5주차,2024,10,5,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",6.0,0.0,2.0,544.0,48.0,332.0,496.0
2024-11 1주차,2024,11,1,112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",3.0,2.0,6.0,547.0,50.0,338.0,497.0
2023-03 3주차,2023,3,3,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,4.0,3.0,0.0,4.0,3.0
2023-03 4주차,2023,3,4,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,6.0,9.0,0.0,10.0,9.0
2023-03 5주차,2023,3,5,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,0.0,9.0,0.0,10.0,9.0
2023-04 1주차,2023,4,1,114414,Vitamins,Pharmacy,Kara-Golla,15.0,0.0,4.0,24.0,0.0,14.0,24.0
2023-04 2주차,2023,4,2,114414,Vitamins,Pharmacy,Kara-Golla,15.0,0.0,10.0,39.0,0.0,24.0,39.0
2023-04 3주차,2023,4,3,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,6.0,48.0,0.0,30.0,48.0
2023-04 4주차,2023,4,4,114414,Vitamins,Pharmacy,Kara-Golla,13.0,0.0,2.0,61.0,0.0,32.0,61.0
2023-04 5주차,2023,4,5,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,2.0,65.0,0.0,34.0,65.0
2023-05 1주차,2023,5,1,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,4.0,74.0,0.0,38.0,74.0
2023-05 2주차,2023,5,2,114414,Vitamins,Pharmacy,Kara-Golla,7.0,0.0,4.0,81.0,0.0,42.0,81.0
2023-05 3주차,2023,5,3,114414,Vitamins,Pharmacy,Kara-Golla,11.0,0.0,2.0,92.0,0.0,44.0,92.0
2023-05 4주차,2023,5,4,114414,Vitamins,Pharmacy,Kara-Golla,14.0,4.0,6.0,106.0,4.0,50.0,102.0
2023-05 5주차,2023,5,5,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,0.0,109.0,4.0,50.0,105.0
2023-06 1주차,2023,6,1,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,6.0,113.0,4.0,56.0,109.0
2023-06 2주차,2023,6,2,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,4.0,119.0,4.0,60.0,115.0
2023-06 3주차,2023,6,3,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,0.0,125.0,4.0,60.0,121.0
2023-06 4주차,2023,6,4,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,4.0,129.0,4.0,64.0,125.0
2023-06 5주차,2023,6,5,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,0.0,133.0,4.0,64.0,129.0
2023-07 1주차,2023,7,1,114414,Vitamins,Pharmacy,Kara-Golla,7.0,0.0,4.0,140.0,4.0,68.0,136.0
2023-07 2주차,2023,7,2,114414,Vitamins,Pharmacy,Kara-Golla,16.0,0.0,6.0,156.0,4.0,74.0,152.0
2023-07 3주차,2023,7,3,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,4.0,156.0,4.0,78.0,152.0
2023-07 4주차,2023,7,4,114414,Vitamins,Pharmacy,Kara-Golla,3.0,3.0,4.0,159.0,7.0,82.0,152.0
2023-07 5주차,2023,7,5,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,0.0,162.0,7.0,82.0,155.0
2023-08 1주차,2023,8,1,114414,Vitamins,Pharmacy,Kara-Golla,10.0,0.0,2.0,172.0,7.0,84.0,165.0
2023-08 2주차,2023,8,2,114414,Vitamins,Pharmacy,Kara-Golla,10.0,0.0,2.0,182.0,7.0,86.0,175.0
2023-08 3주차,2023,8,3,114414,Vitamins,Pharmacy,Kara-Golla,11.0,0.0,4.0,193.0,7.0,90.0,186.0
2023-08 4주차,2023,8,4,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,2.0,193.0,7.0,92.0,186.0
2023-08 5주차,2023,8,5,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,2.0,196.0,7.0,94.0,189.0
2023-09 1주차,2023,9,1,114414,Vitamins,Pharmacy,Kara-Golla,4.0,3.0,0.0,200.0,10.0,94.0,190.0
2023-09 2주차,2023,9,2,114414,Vitamins,Pharmacy,Kara-Golla,1.0,0.0,2.0,201.0,10.0,96.0,191.0
2023-09 3주차,2023,9,3,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,4.0,207.0,10.0,100.0,197.0
2023-09 4주차,2023,9,4,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,4.0,210.0,10.0,104.0,200.0
2023-09 5주차,2023,9,5,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,2.0,213.0,10.0,106.0,203.0
2023-10 1주차,2023,10,1,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,4.0,216.0,10.0,110.0,206.0
2023-10 2주차,2023,10,2,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,0.0,225.0,10.0,110.0,215.0
2023-10 3주차,2023,10,3,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,6.0,229.0,10.0,116.0,219.0
2023-10 4주차,2023,10,4,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,0.0,235.0,10.0,116.0,225.0
2023-10 5주차,2023,10,5,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,2.0,244.0,10.0,118.0,234.0
2023-11 1주차,2023,11,1,114414,Vitamins,Pharmacy,Kara-Golla,12.0,2.0,4.0,256.0,12.0,122.0,244.0
2023-11 2주차,2023,11,2,114414,Vitamins,Pharmacy,Kara-Golla,9.0,1.0,2.0,265.0,13.0,124.0,252.0
2023-11 3주차,2023,11,3,114414,Vitamins,Pharmacy,Kara-Golla,11.0,0.0,8.0,276.0,13.0,132.0,263.0
2023-11 4주차,2023,11,4,114414,Vitamins,Pharmacy,Kara-Golla,11.0,3.0,0.0,287.0,16.0,132.0,271.0
2023-11 5주차,2023,11,5,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,2.0,287.0,16.0,134.0,271.0
2023-12 1주차,2023,12,1,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,4.0,291.0,16.0,138.0,275.0
2023-12 2주차,2023,12,2,114414,Vitamins,Pharmacy,Kara-Golla,3.0,1.0,4.0,294.0,17.0,142.0,277.0
2023-12 3주차,2023,12,3,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,4.0,298.0,17.0,146.0,281.0
2023-12 4주차,2023,12,4,114414,Vitamins,Pharmacy,Kara-Golla,3.0,2.0,2.0,301.0,19.0,148.0,282.0
2023-12 5주차,2023,12,5,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,4.0,301.0,19.0,152.0,282.0
2024-01 1주차,2024,1,1,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,0.0,304.0,19.0,152.0,285.0
2024-01 2주차,2024,1,2,114414,Vitamins,Pharmacy,Kara-Golla,7.0,2.0,8.0,311.0,21.0,160.0,290.0
2024-01 3주차,2024,1,3,114414,Vitamins,Pharmacy,Kara-Golla,12.0,0.0,8.0,323.0,21.0,168.0,302.0
2024-01 4주차,2024,1,4,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,2.0,326.0,21.0,170.0,305.0
2024-01 5주차,2024,1,5,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,2.0,330.0,21.0,172.0,309.0
2024-02 1주차,2024,2,1,114414,Vitamins,Pharmacy,Kara-Golla,7.0,0.0,8.0,337.0,21.0,180.0,316.0
2024-02 2주차,2024,2,2,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,2.0,340.0,21.0,182.0,319.0
2024-02 3주차,2024,2,3,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,6.0,346.0,21.0,188.0,325.0
2024-02 4주차,2024,2,4,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,4.0,355.0,21.0,192.0,334.0
2024-02 5주차,2024,2,5,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,2.0,358.0,21.0,194.0,337.0
2024-03 1주차,2024,3,1,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,4.0,358.0,21.0,198.0,337.0
2024-03 2주차,2024,3,2,114414,Vitamins,Pharmacy,Kara-Golla,11.0,0.0,2.0,369.0,21.0,200.0,348.0
2024-03 3주차,2024,3,3,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,4.0,378.0,21.0,204.0,357.0
2024-03 4주차,2024,3,4,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,8.0,387.0,21.0,212.0,366.0
2024-03 5주차,2024,3,5,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,2.0,393.0,21.0,214.0,372.0
2024-04 1주차,2024,4,1,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,4.0,402.0,21.0,218.0,381.0
2024-04 2주차,2024,4,2,114414,Vitamins,Pharmacy,Kara-Golla,15.0,0.0,4.0,417.0,21.0,222.0,396.0
2024-04 3주차,2024,4,3,114414,Vitamins,Pharmacy,Kara-Golla,17.0,0.0,2.0,434.0,21.0,224.0,413.0
2024-04 4주차,2024,4,4,114414,Vitamins,Pharmacy,Kara-Golla,6.0,1.0,6.0,440.0,22.0,230.0,418.0
2024-04 5주차,2024,4,5,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,0.0,443.0,22.0,230.0,421.0
2024-05 1주차,2024,5,1,114414,Vitamins,Pharmacy,Kara-Golla,11.0,0.0,4.0,454.0,22.0,234.0,432.0
2024-05 2주차,2024,5,2,114414,Vitamins,Pharmacy,Kara-Golla,7.0,0.0,4.0,461.0,22.0,238.0,439.0
2024-05 3주차,2024,5,3,114414,Vitamins,Pharmacy,Kara-Golla,16.0,0.0,4.0,477.0,22.0,242.0,455.0
2024-05 4주차,2024,5,4,114414,Vitamins,Pharmacy,Kara-Golla,7.0,2.0,0.0,484.0,24.0,242.0,460.0
2024-05 5주차,2024,5,5,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,0.0,493.0,24.0,242.0,469.0
2024-06 1주차,2024,6,1,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,2.0,499.0,24.0,244.0,475.0
2024-06 2주차,2024,6,2,114414,Vitamins,Pharmacy,Kara-Golla,10.0,0.0,2.0,509.0,24.0,246.0,485.0
2024-06 3주차,2024,6,3,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,0.0,515.0,24.0,246.0,491.0
2024-06 4주차,2024,6,4,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,6.0,524.0,24.0,252.0,500.0
2024-06 5주차,2024,6,5,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,2.0,528.0,24.0,254.0,504.0
2024-07 1주차,2024,7,1,114414,Vitamins,Pharmacy,Kara-Golla,3.0,5.0,6.0,531.0,29.0,260.0,502.0
2024-07 2주차,2024,7,2,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,10.0,537.0,29.0,270.0,508.0
2024-07 3주차,2024,7,3,114414,Vitamins,Pharmacy,Kara-Golla,7.0,0.0,8.0,544.0,29.0,278.0,515.0
2024-07 4주차,2024,7,4,114414,Vitamins,Pharmacy,Kara-Golla,10.0,0.0,2.0,554.0,29.0,280.0,525.0
2024-07 5주차,2024,7,5,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,0.0,554.0,29.0,280.0,525.0
2024-08 1주차,2024,8,1,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,6.0,557.0,29.0,286.0,528.0
2024-08 2주차,2024,8,2,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,2.0,563.0,29.0,288.0,534.0
2024-08 3주차,2024,8,3,114414,Vitamins,Pharmacy,Kara-Golla,16.0,0.0,2.0,579.0,29.0,290.0,550.0
2024-08 4주차,2024,8,4,114414,Vitamins,Pharmacy,Kara-Golla,11.0,0.0,2.0,590.0,29.0,292.0,561.0
2024-08 5주차,2024,8,5,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,2.0,596.0,29.0,294.0,567.0
2024-09 1주차,2024,9,1,114414,Vitamins,Pharmacy,Kara-Golla,6.0,0.0,2.0,602.0,29.0,296.0,573.0
2024-09 2주차,2024,9,2,114414,Vitamins,Pharmacy,Kara-Golla,9.0,0.0,6.0,611.0,29.0,302.0,582.0
2024-09 3주차,2024,9,3,114414,Vitamins,Pharmacy,Kara-Golla,7.0,0.0,4.0,618.0,29.0,306.0,589.0
2024-09 4주차,2024,9,4,114414,Vitamins,Pharmacy,Kara-Golla,0.0,3.0,4.0,618.0,32.0,310.0,586.0
2024-09 5주차,2024,9,5,114414,Vitamins,Pharmacy,Kara-Golla,4.0,0.0,2.0,622.0,32.0,312.0,590.0
2024-10 1주차,2024,10,1,114414,Vitamins,Pharmacy,Kara-Golla,6.0,2.0,6.0,628.0,34.0,318.0,594.0
2024-10 2주차,2024,10,2,114414,Vitamins,Pharmacy,Kara-Golla,6.0,2.0,8.0,634.0,36.0,326.0,598.0
2024-10 3주차,2024,10,3,114414,Vitamins,Pharmacy,Kara-Golla,12.0,0.0,2.0,646.0,36.0,328.0,610.0
2024-10 4주차,2024,10,4,114414,Vitamins,Pharmacy,Kara-Golla,10.0,0.0,2.0,656.0,36.0,330.0,620.0
2024-10 5주차,2024,10,5,114414,Vitamins,Pharmacy,Kara-Golla,0.0,0.0,0.0,656.0,36.0,330.0,620.0
2024-11 1주차,2024,11,1,114414,Vitamins,Pharmacy,Kara-Golla,3.0,0.0,4.0,659.0,36.0,334.0,623.0
2023-03 3주차,2023,3,3,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",7.0,0.0,2.0,7.0,0.0,2.0,7.0
2023-03 4주차,2023,3,4,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",4.0,0.0,0.0,11.0,0.0,2.0,11.0
2023-03 5주차,2023,3,5,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",0.0,0.0,2.0,11.0,0.0,4.0,11.0
2023-04 1주차,2023,4,1,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",8.0,0.0,0.0,19.0,0.0,4.0,19.0
2023-04 2주차,2023,4,2,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",10.0,0.0,4.0,29.0,0.0,8.0,29.0
2023-04 3주차,2023,4,3,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",8.0,0.0,4.0,37.0,0.0,12.0,37.0
2023-04 4주차,2023,4,4,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",19.0,0.0,2.0,56.0,0.0,14.0,56.0
2023-04 5주차,2023,4,5,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",0.0,0.0,0.0,56.0,0.0,14.0,56.0
2023-05 1주차,2023,5,1,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",3.0,0.0,4.0,59.0,0.0,18.0,59.0
2023-05 2주차,2023,5,2,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",20.0,0.0,2.0,79.0,0.0,20.0,79.0
2023-05 3주차,2023,5,3,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",4.0,0.0,2.0,83.0,0.0,22.0,83.0
2023-05 4주차,2023,5,4,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",0.0,3.0,4.0,83.0,3.0,26.0,80.0
2023-05 5주차,2023,5,5,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",1.0,0.0,4.0,84.0,3.0,30.0,81.0
2023-06 1주차,2023,6,1,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",5.0,0.0,6.0,89.0,3.0,36.0,86.0
2023-06 2주차,2023,6,2,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",6.0,1.0,6.0,95.0,4.0,42.0,91.0
2023-06 3주차,2023,6,3,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",9.0,0.0,4.0,104.0,4.0,46.0,100.0
2023-06 4주차,2023,6,4,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.0,0.0,4.0,116.0,4.0,50.0,112.0
2023-06 5주차,2023,6,5,118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",0.0,0.0,0.0,116.0,4.0,50.0,112.0
