product_id,date,stock_received,damaged_stock,period_key,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level
41853,2023-05-01,1,0,2023-05,Curd,Dairy & Breakfast,Handa PLC,910.44,1138.05,20.0,7,14,92
257719,2023-05-01,1,0,2023-05,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,17,93
961614,2023-05-01,2,0,2023-05,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99
658389,2023-05-01,2,0,2023-05,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35.0,90,22,68
687218,2023-05-01,2,0,2023-05,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30.0,180,22,58
679321,2023-05-01,2,0,2023-05,Cola,Cold Drinks & Juices,Khurana-Dewan,738.46,1054.94,30.0,180,20,68
118820,2023-05-01,1,0,2023-05,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.32,17.6,30.0,180,12,61
890232,2023-05-01,2,0,2023-05,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91
623234,2023-05-01,1,0,2023-05,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.79,549.65,40.0,180,13,72
611575,2023-05-01,1,0,2023-05,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40.0,180,25,87
306177,2023-05-01,1,0,2023-05,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,1282.07,40.0,180,11,54
287070,2023-05-01,1,0,2023-05,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93
704868,2023-05-01,2,0,2023-05,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25.0,365,24,58
739448,2023-05-01,1,0,2023-05,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,24,79
473647,2023-05-01,1,0,2023-05,Toothpaste,Personal Care,Ben-Ravi,43.05,66.23,35.0,365,18,82
753354,2023-05-01,2,0,2023-05,Shampoo,Personal Care,Sant-Mahajan,423.56,651.63,35.0,365,20,52
120385,2023-05-01,2,0,2023-05,Pet Treats,Pet Care,Dubey-Sarin,597.91,919.86,35.0,365,28,73
131748,2023-05-01,2,0,2023-05,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,30,53
760828,2023-05-01,1,0,2023-05,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,23,93
39154,2023-05-01,1,0,2023-05,Mangoes,Fruits & Vegetables,"Suresh, Bose and Bajwa",946.86,1262.48,25.0,3,21,84
552883,2023-05-01,1,0,2023-05,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",888.16,1184.21,25.0,3,18,94
990993,2023-05-01,1,0,2023-05,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90,22,61
532965,2023-05-01,2,0,2023-05,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40.0,180,20,94
470449,2023-05-01,2,0,2023-05,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180,27,57
954722,2023-05-01,1,0,2023-05,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58
487931,2023-05-01,1,0,2023-05,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15.0,365,27,68
552496,2023-05-01,2,0,2023-05,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59
853932,2023-05-01,2,0,2023-05,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
564692,2023-05-01,2,0,2023-05,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.65,331.77,35.0,365,25,82
726958,2023-05-01,1,0,2023-05,Cat Food,Pet Care,Doctor-Patla,887.48,1365.35,35.0,365,18,79
764014,2023-06-01,1,0,2023-06,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",612.04,720.05,15.0,365,30,100
684939,2023-06-01,2,0,2023-06,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35.0,365,22,50
131748,2023-06-01,2,0,2023-06,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,30,53
33797,2023-06-01,1,0,2023-06,Pain Reliever,Pharmacy,Gaba LLC,888.12,1110.15,20.0,365,12,51
903336,2023-06-01,1,0,2023-06,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.88,649.27,15.0,365,14,60
953175,2023-06-01,1,0,2023-06,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30.0,365,11,73
57405,2023-06-01,1,0,2023-06,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30.0,365,21,64
361361,2023-06-01,1,0,2023-06,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",826.21,1271.09,35.0,90,20,64
131937,2023-06-01,1,0,2023-06,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68
440875,2023-06-01,1,0,2023-06,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30.0,365,15,80
760828,2023-06-01,1,0,2023-06,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,23,93
784827,2023-06-01,1,0,2023-06,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30.0,365,26,77
942001,2023-06-01,1,0,2023-06,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84
890232,2023-06-01,1,0,2023-06,Mango Drink,Cold Drinks & Juices,Jha Group,432.0,617.14,30.0,180,20,91
124290,2023-06-01,1,0,2023-06,Lotion,Personal Care,Sachdev Group,39.65,61.0,35.0,365,23,71
927651,2023-06-01,1,0,2023-06,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30.0,365,15,60
82484,2023-06-01,1,0,2023-06,Baby Food,Baby Care,Mallick PLC,914.88,1306.97,30.0,365,12,73
913428,2023-06-01,1,0,2023-06,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35.0,365,30,98
11422,2023-06-01,1,0,2023-06,Potatoes,Fruits & Vegetables,Ramaswamy-Tata,127.16,169.55,25.0,3,20,65
462526,2023-06-01,1,0,2023-06,Curd,Dairy & Breakfast,Pau and Sons,449.97,562.46,20.0,7,25,69
540618,2023-06-01,1,0,2023-06,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35.0,90,28,87
194682,2023-06-01,1,0,2023-06,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,1303.27,30.0,180,11,86
378287,2023-06-01,1,0,2023-06,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30.0,180,22,51
589812,2023-06-01,1,0,2023-06,Detergent,Household Care,Bir PLC,163.03,217.37,25.0,365,22,52
739534,2023-06-01,1,0,2023-06,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",994.56,1326.08,25.0,365,14,59
767398,2023-06-01,1,0,2023-06,Dish Soap,Household Care,"Arya, Sundaram and Pingle",22.14,29.52,25.0,365,15,57
672059,2023-06-01,1,0,2023-06,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,35.0,365,25,81
803607,2023-06-01,1,0,2023-06,Soap,Personal Care,"Kadakia, Mohan and Sathe",949.73,1461.12,35.0,365,21,98
970529,2023-06-01,1,0,2023-06,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30.0,365,19,84
4452,2023-06-01,1,0,2023-06,Baby Wipes,Baby Care,Morar-Mistry,169.88,242.69,30.0,365,27,100
432617,2023-06-01,1,0,2023-06,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97
264803,2023-06-01,1,0,2023-06,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20.0,365,17,69
26060,2023-06-01,1,0,2023-06,Vitamins,Pharmacy,Shah and Sons,342.94,428.67,20.0,365,25,57
300159,2023-06-01,1,0,2023-06,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180,20,93
689769,2023-06-01,1,0,2023-06,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.62,77.7,40.0,180,17,51
455755,2023-06-01,1,0,2023-06,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25.0,365,23,53
677542,2023-06-01,1,0,2023-06,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25.0,365,10,52
492958,2023-06-01,1,0,2023-06,Lotion,Personal Care,Acharya PLC,84.2,129.54,35.0,365,26,88
600767,2023-06-01,1,0,2023-06,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,22,68
771228,2023-06-01,1,0,2023-06,Pet Treats,Pet Care,Raja and Sons,83.18,127.97,35.0,365,25,73
451812,2023-06-01,1,0,2023-06,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20.0,365,29,63
337168,2023-06-01,1,0,2023-06,Eggs,Dairy & Breakfast,Dasgupta PLC,545.49,681.86,20.0,7,25,98
839170,2023-06-01,1,0,2023-06,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20.0,7,11,59
901144,2023-06-01,1,0,2023-06,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15.0,365,12,71
461804,2023-06-01,1,0,2023-06,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69,365.52,15.0,365,15,97
448752,2023-06-01,1,1,2023-06,Toilet Cleaner,Household Care,Batta-Doctor,160.07,213.43,25.0,365,23,96
837480,2023-06-01,1,0,2023-06,Cough Syrup,Pharmacy,Edwin and Sons,217.4,271.75,20.0,365,22,82
812607,2023-06-01,1,1,2023-06,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63
473929,2023-06-01,1,0,2023-06,Carrots,Fruits & Vegetables,"Bhardwaj, Bhatia and Deshmukh",440.19,586.92,25.0,3,19,70
654297,2023-06-01,1,1,2023-06,Potatoes,Fruits & Vegetables,Chandran-Dass,13.25,17.67,25.0,3,20,86
89084,2023-06-01,1,0,2023-06,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74
949818,2023-06-01,1,0,2023-06,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35.0,90,21,76
690565,2023-06-01,1,0,2023-06,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35.0,90,15,56
962591,2023-06-01,1,0,2023-06,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30.0,180,24,74
120532,2023-06-01,1,1,2023-06,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15.0,365,29,95
820541,2023-06-01,1,0,2023-06,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",576.22,768.29,25.0,365,19,71
552496,2023-06-01,1,0,2023-06,Dish Soap,Household Care,Dhar PLC,508.0,677.33,25.0,365,17,59
604184,2023-06-01,1,0,2023-06,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84
365133,2023-06-01,1,0,2023-06,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25.0,365,25,60
490939,2023-06-01,1,1,2023-06,Lotion,Personal Care,"Roy, Barad and De",80.25,123.46,35.0,365,12,67
63769,2023-06-01,1,0,2023-06,Lotion,Personal Care,Dalal-Shan,878.07,1350.88,35.0,365,27,69
853932,2023-06-01,1,0,2023-06,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30.0,365,21,94
552883,2023-06-01,1,0,2023-06,Potatoes,Fruits & Vegetables,"Balan, Patel and Mall",888.16,1184.21,25.0,3,18,94
799952,2023-06-01,1,1,2023-06,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66
952168,2023-06-01,1,0,2023-06,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79
962054,2023-06-01,1,1,2023-06,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30.0,180,11,74
611575,2023-06-01,1,0,2023-06,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40.0,180,25,87
930284,2023-06-01,1,1,2023-06,Baby Food,Baby Care,"Garg, Saraf and Dutta",189.47,270.67,30.0,365,20,58
425341,2023-06-01,1,0,2023-06,Pet Treats,Pet Care,"Mani, Dhar and Muni",486.28,748.12,35.0,365,21,68
478531,2023-06-01,1,0,2023-06,Carrots,Fruits & Vegetables,Uppal Group,825.46,1100.61,25.0,3,24,90
847349,2023-06-01,1,0,2023-06,Potatoes,Fruits & Vegetables,Chhabra-Agrawal,781.08,1041.44,25.0,3,26,69
77308,2023-06-01,1,0,2023-06,Onions,Fruits & Vegetables,Ratta-Sagar,223.27,297.69,25.0,3,29,91
319388,2023-06-01,1,0,2023-06,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,939.71,30.0,180,26,56
328457,2023-06-01,1,1,2023-06,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30.0,180,12,76
398340,2023-06-01,1,1,2023-06,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,1086.55,40.0,180,11,56
272170,2023-06-01,1,0,2023-06,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92
186168,2023-06-01,1,1,2023-06,Dog Food,Pet Care,"Parekh, Lad and Kadakia",878.8,1352.0,35.0,365,13,75
537274,2023-06-01,1,0,2023-06,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35.0,365,17,67
642612,2023-06-01,1,1,2023-06,Pet Treats,Pet Care,Pillay-Ahuja,517.03,795.43,35.0,365,16,57
677169,2023-06-01,1,0,2023-06,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20.0,365,12,77
444361,2023-06-01,1,0,2023-06,Pain Reliever,Pharmacy,"Prakash, Bawa and Kale",822.63,1028.29,20.0,365,20,71
153019,2023-06-01,1,0,2023-06,Onions,Fruits & Vegetables,Aurora LLC,947.95,1263.93,25.0,3,13,88
555121,2023-06-01,1,1,2023-06,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",354.91,473.21,25.0,3,30,67
714999,2023-06-01,1,1,2023-06,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,81
382511,2023-06-01,1,0,2023-06,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20.0,7,26,88
578097,2023-06-01,1,0,2023-06,Nuts,Snacks & Munchies,Jha Group,267.61,411.71,35.0,90,22,75
734789,2023-06-01,1,0,2023-06,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35.0,90,22,66
567671,2023-06-01,1,1,2023-06,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90
33955,2023-06-01,1,1,2023-06,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40.0,180,29,84
470449,2023-06-01,1,0,2023-06,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40.0,180,27,57
721521,2023-06-01,1,1,2023-06,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",417.39,491.05,15.0,365,20,72
876139,2023-06-01,1,1,2023-06,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15.0,365,14,83
760684,2023-06-01,1,1,2023-06,Rice,Grocery & Staples,Kanda-Gupta,71.6,84.24,15.0,365,14,64
354409,2023-06-01,1,1,2023-06,Pulses,Grocery & Staples,Bose-Pandit,325.08,382.45,15.0,365,24,60
897083,2023-06-01,1,1,2023-06,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25.0,365,10,100
706112,2023-06-01,1,1,2023-06,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20.0,365,12,77
56589,2023-06-01,1,0,2023-06,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85
154179,2023-06-01,1,0,2023-06,Pain Reliever,Pharmacy,"Barad, Devi and Andra",582.87,728.59,20.0,365,10,59
679284,2023-06-01,1,0,2023-06,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95
965755,2023-06-01,1,0,2023-06,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",532.57,710.09,25.0,3,21,91
146840,2023-06-01,1,1,2023-06,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",786.85,983.56,20.0,7,19,89
563740,2023-06-01,1,1,2023-06,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35.0,90,20,61
945635,2023-06-01,1,1,2023-06,Pulses,Grocery & Staples,Balasubramanian PLC,778.9,916.35,15.0,365,16,59
807452,2023-06-01,1,1,2023-06,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15.0,365,27,61
451933,2023-06-01,1,1,2023-06,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15.0,365,28,98
36412,2023-06-01,1,0,2023-06,Dish Soap,Household Care,Muni-Shankar,397.68,530.24,25.0,365,27,92
144124,2023-06-01,1,1,2023-06,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25.0,365,11,82
133542,2023-06-01,1,1,2023-06,Detergent,Household Care,Edwin-Lall,68.49,91.32,25.0,365,21,72
256051,2023-06-01,1,0,2023-06,Lotion,Personal Care,"Mannan, Naidu and Sama",400.92,616.8,35.0,365,17,100
757274,2023-06-01,1,1,2023-06,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35.0,365,27,95
833557,2023-06-01,1,1,2023-06,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20.0,7,27,69
659290,2023-06-01,1,1,2023-06,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20.0,7,18,66
592784,2023-06-01,1,0,2023-06,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,431.31,35.0,90,27,64
654623,2023-06-01,1,1,2023-06,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76
712003,2023-06-01,1,0,2023-06,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",671.68,959.54,30.0,180,30,54
969851,2023-06-01,1,1,2023-06,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",340.66,567.77,40.0,180,27,64
623234,2023-06-01,1,1,2023-06,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.79,549.65,40.0,180,13,72
692985,2023-06-01,1,0,2023-06,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",197.39,232.22,15.0,365,30,86
615545,2023-06-01,1,1,2023-06,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67
585299,2023-06-01,1,1,2023-06,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35.0,365,13,50
120385,2023-06-01,1,1,2023-06,Pet Treats,Pet Care,Dubey-Sarin,597.91,919.86,35.0,365,28,73
52729,2023-06-01,1,0,2023-06,Cat Food,Pet Care,Saini LLC,316.02,486.18,35.0,365,25,100
951463,2023-06-01,1,0,2023-06,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4,1211.38,35.0,365,16,82
723678,2023-06-01,1,0,2023-06,Dog Food,Pet Care,"Lall, Datta and Swamy",675.46,1039.17,35.0,365,14,97
274207,2023-06-01,1,1,2023-06,Cough Syrup,Pharmacy,"Savant, Batta and Mander",328.51,410.64,20.0,365,25,51
848226,2023-06-01,1,0,2023-06,Tomatoes,Fruits & Vegetables,Barad and Sons,209.59,279.45,25.0,3,10,51
222892,2023-06-01,1,1,2023-06,Tomatoes,Fruits & Vegetables,Ramakrishnan-Ghose,869.22,1158.96,25.0,3,28,88
762527,2023-06-01,1,0,2023-06,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",690.08,1061.66,35.0,90,23,71
681063,2023-06-01,1,1,2023-06,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.28,458.97,30.0,180,20,91
305754,2023-06-01,1,0,2023-06,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40.0,180,22,81
287070,2023-06-01,1,1,2023-06,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93
679865,2023-06-01,1,1,2023-06,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15.0,365,14,85
317242,2023-06-01,1,1,2023-06,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15.0,365,22,63
993331,2023-06-01,1,0,2023-06,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15.0,365,28,86
863930,2023-06-01,1,0,2023-06,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72
219598,2023-06-01,1,0,2023-06,Shampoo,Personal Care,Arora-Magar,367.08,564.74,35.0,365,28,83
6405,2023-06-01,1,0,2023-06,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30.0,365,11,81
433521,2023-06-01,1,0,2023-06,Diapers,Baby Care,Mahal Group,321.33,459.04,30.0,365,27,58
707935,2023-06-01,1,1,2023-06,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35.0,365,30,97
14145,2023-06-01,1,0,2023-06,Spinach,Fruits & Vegetables,"Thakur, Shah and Pingle",630.84,841.12,25.0,3,14,53
136533,2023-06-01,1,0,2023-06,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",826.21,1032.76,20.0,7,15,75
107548,2023-06-01,1,0,2023-06,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",891.6,1273.71,30.0,180,27,53
679321,2023-06-01,1,0,2023-06,Cola,Cold Drinks & Juices,Khurana-Dewan,738.46,1054.94,30.0,180,20,68
606256,2023-06-01,1,1,2023-06,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57
327290,2023-06-01,1,1,2023-06,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15.0,365,22,65
704868,2023-06-01,1,0,2023-06,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25.0,365,24,58
91670,2023-06-01,1,1,2023-06,Dish Soap,Household Care,Barman-Ahluwalia,439.24,585.65,25.0,365,27,88
697683,2023-06-01,1,1,2023-06,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25.0,365,14,82
140154,2023-06-01,1,0,2023-06,Shampoo,Personal Care,Malhotra LLC,171.2,263.38,35.0,365,24,59
564692,2023-06-01,1,1,2023-06,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.65,331.77,35.0,365,25,82
613942,2023-06-01,1,0,2023-06,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545.0,838.46,35.0,365,28,72
784673,2023-06-01,1,0,2023-06,Dog Food,Pet Care,Ramanathan Group,491.39,755.98,35.0,365,21,84
992178,2023-06-01,1,0,2023-06,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20.0,365,16,89
298985,2023-06-01,1,0,2023-06,Vitamins,Pharmacy,"Ramanathan, Joshi and Srinivasan",183.76,229.7,20.0,365,11,61
70969,2023-06-01,1,0,2023-06,Carrots,Fruits & Vegetables,Mohan Group,631.7,842.27,25.0,3,25,96
376447,2023-06-01,1,0,2023-06,Butter,Dairy & Breakfast,Gara and Sons,724.84,906.05,20.0,7,17,64
257719,2023-06-01,1,1,2023-06,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20.0,7,17,93
891833,2023-06-01,1,0,2023-06,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20.0,7,11,69
183929,2023-06-01,1,0,2023-06,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20.0,7,20,73
306177,2023-06-01,1,0,2023-06,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,1282.07,40.0,180,11,54
937542,2023-06-01,1,0,2023-06,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15.0,365,28,93
700048,2023-06-01,1,1,2023-06,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98
525531,2023-06-01,1,0,2023-06,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35.0,365,28,65
487065,2023-06-01,1,1,2023-06,Chips,Snacks & Munchies,Kadakia-Yadav,374.68,576.43,35.0,90,27,87
914071,2023-06-01,1,1,2023-06,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35.0,90,25,90
513199,2023-06-01,1,1,2023-06,Cola,Cold Drinks & Juices,Rastogi Inc,422.23,603.19,30.0,180,26,52
187399,2023-06-01,1,0,2023-06,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40.0,180,14,73
968887,2023-06-01,1,0,2023-06,Dish Soap,Household Care,Keer-Gill,40.7,54.27,25.0,365,18,92
51036,2023-06-01,1,1,2023-06,Baby Food,Baby Care,Karnik PLC,931.61,1330.87,30.0,365,12,86
367391,2023-06-01,1,0,2023-06,Baby Wipes,Baby Care,Talwar and Sons,939.55,1342.21,30.0,365,18,52
373536,2023-06-01,1,1,2023-06,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35.0,365,14,64
137909,2023-06-01,1,0,2023-06,Cough Syrup,Pharmacy,Dalal PLC,864.3,1080.37,20.0,365,23,65
952124,2023-06-01,1,0,2023-06,Onions,Fruits & Vegetables,"Wali, Sood and Bala",127.08,169.44,25.0,3,15,50
883013,2023-06-01,1,1,2023-06,Eggs,Dairy & Breakfast,Chahal Group,989.88,1237.35,20.0,7,13,98
313754,2023-06-01,1,0,2023-06,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35.0,90,25,67
542300,2023-06-01,1,1,2023-06,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35.0,90,11,66
587420,2023-06-01,1,0,2023-06,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90,22,50
491314,2023-06-01,1,0,2023-06,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40.0,180,11,71
94225,2023-06-01,1,1,2023-06,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25.0,365,13,70
851978,2023-06-01,1,1,2023-06,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20.0,365,28,92
880510,2023-06-01,1,0,2023-06,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20.0,7,29,54
658389,2023-06-01,1,0,2023-06,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35.0,90,22,68
954722,2023-06-01,1,0,2023-06,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40.0,180,11,58
925482,2023-06-01,1,1,2023-06,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40.0,180,23,66
621677,2023-06-01,1,0,2023-06,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40.0,180,15,71
894539,2023-06-01,1,1,2023-06,Dish Soap,Household Care,"Pall, Sule and Sood",445.48,593.97,25.0,365,14,93
709916,2023-06-01,1,0,2023-06,Detergent,Household Care,Varkey LLC,33.76,45.01,25.0,365,30,88
473647,2023-06-01,1,1,2023-06,Toothpaste,Personal Care,Ben-Ravi,43.05,66.23,35.0,365,18,82
799459,2023-06-01,1,1,2023-06,Vitamins,Pharmacy,"Garg, Kari and Kapur",852.02,1065.02,20.0,365,29,66
