order_id,product_id,quantity,unit_price,customer_id,order_date,order_total,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,feedback_id,rating,feedback_category,sentiment,feedback_date,area,registration_date,customer_segment,total_orders,avg_order_value,year,month,day,time
2571047526,760828,2,563.45,90665975,2023-06-19 00:18:51,651.93,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35.0,365,23,93,6673711,2,Delivery,Negative,2023-06-19,Nangloi Jat,2023-09-24,Inactive,15,271.25,2023,6,19,00:18
7784811086,689769,2,46.62,53332493,2024-09-07 06:11:07,2387.27,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.62,77.7,40.0,180,17,51,2934013,4,Product Quality,Positive,2024-09-07,Surendranagar Dudhrej,2023-06-30,New,19,1678.4,2024,9,7,06:11
7942005230,714999,2,882.51,78614729,2023-03-25 08:20:32,281.73,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20.0,7,27,81,1368168,4,Delivery,Neutral,2023-03-25,Tiruvottiyur,2024-09-05,New,10,1786.91,2023,3,25,08:20
6653543195,287070,3,443.17,95334407,2023-09-15 14:53:44,1617.62,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15.0,365,20,93,6113742,4,App Experience,Positive,2023-09-15,Cuttack,2023-03-29,Inactive,6,602.09,2023,9,15,14:53
397928918,991434,2,237.62,71902700,2024-09-14 03:54:21,797.99,Cookies,Snacks & Munchies,Mital-Oza,237.62,365.57,35.0,90,12,87,3227569,4,Customer Service,Neutral,2024-09-14,Bhind,2024-02-05,Regular,10,824.31,2024,9,14,03:54
776120140,131937,2,287.81,25128143,2023-11-12 03:51:53,430.41,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,5227689,3,Product Quality,Neutral,2023-11-12,Mahbubnagar,2024-11-02,Premium,18,1149.94,2023,11,12,03:51
8293188779,953175,1,225.21,28991365,2024-10-16 09:48:02,4286.09,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30.0,365,11,73,9554223,1,Product Quality,Negative,2024-10-16,Jamnagar,2024-03-20,New,20,459.1,2024,10,16,09:48
178737268,942001,3,671.55,2164524,2023-06-18 19:52:44,726.41,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84,5832996,3,Customer Service,Neutral,2023-06-18,Rohtak,2023-04-16,Inactive,1,754.95,2023,6,18,19:52
5246598523,272170,2,140.8,90665975,2023-11-22 16:46:33,3057.36,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40.0,180,10,92,1975368,5,Customer Service,Positive,2023-11-22,Nangloi Jat,2023-09-24,Inactive,15,271.25,2023,11,22,16:46
1172544737,602241,2,976.55,30188374,2023-11-24 07:36:36,1080.33,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35.0,90,12,75,9396068,4,App Experience,Positive,2023-11-24,Haldia,2024-03-28,New,15,915.53,2023,11,24,07:36
6419533291,124290,1,39.65,92404798,2023-07-28 05:02:16,2555.75,Lotion,Personal Care,Sachdev Group,39.65,61.0,35.0,365,23,71,6962998,3,Delivery,Neutral,2023-07-28,Jorhat,2023-03-29,New,15,1130.02,2023,7,28,05:02
882083749,398340,1,651.93,51833636,2023-06-18 12:52:28,1142.73,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,1086.55,40.0,180,11,56,918874,4,Customer Service,Positive,2023-06-18,Anand,2024-03-03,Regular,3,1977.36,2023,6,18,12:52
3185510401,136533,1,826.21,43990799,2024-10-14 00:24:10,749.5,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",826.21,1032.76,20.0,7,15,75,6190918,4,Delivery,Positive,2024-10-14,Dindigul,2024-02-04,Regular,6,495.41,2024,10,14,00:24
7760767006,667163,2,441.2,93018527,2023-08-19 12:04:44,1014.49,Orange Juice,Cold Drinks & Juices,Palla LLC,441.2,630.29,30.0,180,25,72,5351111,3,Product Quality,Neutral,2023-08-19,Narasaraopet,2024-05-16,New,1,913.11,2023,8,19,12:04
3833878150,140154,1,171.2,644189,2024-06-23 18:54:35,3376.0,Shampoo,Personal Care,Malhotra LLC,171.2,263.38,35.0,365,24,59,1629735,3,Delivery,Neutral,2024-06-23,Bhopal,2023-12-15,Premium,2,793.86,2024,6,23,18:54
369899578,525531,1,831.1,44198187,2023-08-19 14:17:49,2313.22,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35.0,365,28,65,2948051,3,App Experience,Negative,2023-08-19,North Dumdum,2024-03-16,Regular,13,464.33,2023,8,19,14:17
1944466212,990993,1,263.7,70798876,2024-09-09 14:02:49,2523.57,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35.0,90,22,61,3052466,4,Product Quality,Positive,2024-09-09,Dhanbad,2024-10-04,New,16,1154.75,2024,9,9,14:02
4064447117,284460,1,505.95,6061349,2024-02-25 22:19:59,2534.24,Potatoes,Fruits & Vegetables,"Ramakrishnan, Anand and Khare",505.95,674.6,25.0,3,21,85,7144855,3,Delivery,Neutral,2024-02-25,Haldia,2024-03-17,Regular,17,332.03,2024,2,25,22:19
1553685597,647462,3,326.42,22822088,2024-10-28 00:27:04,2962.71,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35.0,365,22,64,505283,3,App Experience,Neutral,2024-10-28,Amravati,2023-08-05,New,11,293.88,2024,10,28,00:27
3682284811,848226,1,209.59,96009692,2024-07-18 20:57:10,4471.32,Tomatoes,Fruits & Vegetables,Barad and Sons,209.59,279.45,25.0,3,10,51,1436132,3,Delivery,Neutral,2024-07-18,Bhagalpur,2024-07-28,Regular,15,1970.23,2024,7,18,20:57
291439357,615545,2,448.16,62679120,2023-04-11 02:13:39,2008.62,Soap,Personal Care,Barman Inc,448.16,689.48,35.0,365,20,67,9095544,4,Customer Service,Positive,2023-04-11,Siwan,2024-09-03,Regular,14,1964.18,2023,4,11,02:13
8285784194,799952,1,922.64,17390673,2024-09-30 15:47:01,1107.52,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20.0,7,13,66,1029897,2,Customer Service,Negative,2024-09-30,Korba,2024-10-23,Regular,16,1043.26,2024,9,30,15:47
5058742647,679865,2,347.91,29562254,2024-09-17 23:35:30,1943.59,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15.0,365,14,85,2986134,5,Delivery,Positive,2024-09-17,Jaunpur,2023-07-19,Inactive,19,1290.14,2024,9,17,23:35
6917020296,747801,1,277.76,34655710,2024-07-10 21:48:57,705.42,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25.0,365,23,71,42109,1,App Experience,Negative,2024-07-10,Katihar,2024-09-16,Inactive,1,1620.16,2024,7,10,21:48
6671181961,461804,3,310.69,50968312,2023-10-13 05:37:23,2732.0,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69,365.52,15.0,365,15,97,4450869,5,Customer Service,Positive,2023-10-13,Maheshtala,2024-02-17,Inactive,13,1794.46,2023,10,13,05:37
5123439997,89084,2,598.83,89886179,2024-02-15 18:57:33,1789.27,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74,9318477,4,Delivery,Neutral,2024-02-15,Kharagpur,2024-02-10,Inactive,4,1298.64,2024,2,15,18:57
8510183245,587420,3,357.42,3897936,2024-10-01 20:56:57,2914.71,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90,22,50,7777479,4,App Experience,Neutral,2024-10-01,Pudukkottai,2023-09-26,Premium,14,215.16,2024,10,1,20:56
6081384585,942001,1,671.55,94529626,2024-03-04 04:03:00,4519.77,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84,9857802,4,Delivery,Neutral,2024-03-04,Pudukkottai,2023-12-06,New,17,1907.16,2024,3,4,04:03
4423613746,969851,3,340.66,98088303,2023-08-27 18:01:35,4916.33,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",340.66,567.77,40.0,180,27,64,592339,1,Delivery,Negative,2023-08-27,Agartala,2023-08-22,New,9,1765.46,2023,8,27,18:01
1530472691,611575,1,482.06,82169898,2024-08-09 14:17:38,3469.84,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40.0,180,25,87,8142511,3,Product Quality,Neutral,2024-08-09,Buxar,2024-03-21,Premium,12,1208.52,2024,8,9,14:17
7009303199,600767,3,722.42,85519349,2024-02-25 10:37:03,3223.07,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35.0,365,22,68,7016969,3,App Experience,Neutral,2024-02-25,Anand,2023-12-07,New,8,336.36,2024,2,25,10:37
5386652055,329351,3,310.87,71252391,2024-04-16 15:24:06,2799.46,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20.0,7,23,95,1695867,5,Delivery,Positive,2024-04-16,Kulti,2024-05-24,New,8,1558.97,2024,4,16,15:24
4413239746,131937,1,287.81,22915611,2023-04-10 07:24:44,811.95,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40.0,180,18,68,7234307,5,App Experience,Positive,2023-04-10,Karaikudi,2023-08-06,Regular,10,1239.42,2023,4,10,07:24
4988875078,53833,1,134.69,65514005,2023-07-23 15:48:57,3485.65,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15.0,365,26,89,9206189,4,App Experience,Positive,2023-07-23,Dhanbad,2023-07-21,Regular,16,266.6,2023,7,23,15:48
1617565217,726958,1,887.48,43518622,2024-06-01 12:51:43,2865.04,Cat Food,Pet Care,Doctor-Patla,887.48,1365.35,35.0,365,18,79,952999,3,Product Quality,Negative,2024-06-01,Jaunpur,2024-05-20,Regular,5,512.48,2024,6,1,12:51
392038758,863930,3,242.57,24144240,2024-07-23 18:36:20,3639.23,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35.0,365,26,72,3486386,4,Product Quality,Positive,2024-07-23,Tezpur,2023-09-06,Regular,15,1938.81,2024,7,23,18:36
1828727552,820973,3,114.52,12455156,2024-03-26 14:32:53,2106.13,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30.0,365,29,56,4564815,4,Product Quality,Positive,2024-03-26,Eluru,2023-04-03,Inactive,16,1139.56,2024,3,26,14:32
7119397338,124290,2,39.65,25850478,2024-10-28 22:53:36,874.78,Lotion,Personal Care,Sachdev Group,39.65,61.0,35.0,365,23,71,5714605,3,App Experience,Negative,2024-10-28,Danapur,2024-04-05,Inactive,2,679.32,2024,10,28,22:53
2611271708,798639,3,211.25,11446157,2024-04-26 05:34:58,1171.77,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,193776,3,Delivery,Negative,2024-04-26,Shimoga,2024-09-18,Inactive,8,400.97,2024,4,26,05:34
7162509481,606256,3,369.28,1174162,2024-10-17 00:59:37,1157.52,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40.0,180,16,57,8589341,1,App Experience,Negative,2024-10-17,Guna,2023-07-02,Premium,12,1255.44,2024,10,17,00:59
131913576,871592,3,870.29,48228547,2023-10-17 03:00:39,2136.82,Carrots,Fruits & Vegetables,"Shankar, Nadkarni and Kumer",870.29,1160.39,25.0,3,25,50,5473397,2,Delivery,Negative,2023-10-17,Katihar,2024-07-13,Inactive,9,753.89,2023,10,17,03:00
6627201490,812607,1,416.65,28991365,2023-12-10 14:55:32,1393.12,Potatoes,Fruits & Vegetables,Rege Group,416.65,555.53,25.0,3,11,63,8112535,1,Delivery,Negative,2023-12-10,Jamnagar,2024-03-20,New,20,459.1,2023,12,10,14:55
4644950813,153019,3,947.95,81655250,2023-08-21 09:02:19,2392.8,Onions,Fruits & Vegetables,Aurora LLC,947.95,1263.93,25.0,3,13,88,7876022,4,Product Quality,Positive,2023-08-21,Madurai,2023-07-04,Regular,17,1399.67,2023,8,21,09:02
9434934993,397973,1,728.73,92027021,2024-08-09 07:08:04,698.38,Bananas,Fruits & Vegetables,"Wable, Randhawa and Mutti",728.73,971.64,25.0,3,27,82,2479913,2,Customer Service,Negative,2024-08-09,Ballia,2024-10-17,Inactive,5,1279.72,2024,8,9,07:08
2556317798,679284,3,877.89,29562072,2023-09-14 03:54:55,1675.35,Cough Syrup,Pharmacy,Pant LLC,877.89,1097.36,20.0,365,28,95,8109035,5,Customer Service,Positive,2023-09-14,Hindupur,2023-08-10,New,10,1449.0,2023,9,14,03:54
2826150539,859361,3,432.39,24456825,2023-11-05 10:24:11,2121.58,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,25,77,1602501,3,Delivery,Neutral,2023-11-05,Indore,2023-12-21,Inactive,18,363.12,2023,11,5,10:24
4283803308,942001,1,671.55,4543215,2023-12-08 04:15:17,2653.37,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35.0,365,20,84,441802,3,Delivery,Neutral,2023-12-08,Satna,2023-10-21,Premium,6,526.7,2023,12,8,04:15
6873424093,34186,3,925.65,35705377,2024-02-10 23:18:46,2891.16,Mangoes,Fruits & Vegetables,Mandal-Kar,925.65,1234.2,25.0,3,27,74,4407642,5,Customer Service,Positive,2024-02-10,Tumkur,2023-04-26,Regular,8,1250.37,2024,2,10,23:18
4741294126,604184,3,397.55,66354642,2024-09-05 08:27:06,2218.23,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25.0,365,24,84,2957464,4,App Experience,Positive,2024-09-05,Tenali,2024-03-30,Premium,7,1153.17,2024,9,5,08:27
4967241271,587645,2,801.81,45708879,2023-05-03 22:35:20,641.98,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.81,1002.26,20.0,365,18,90,9315691,4,Product Quality,Positive,2023-05-03,Ulhasnagar,2024-03-11,Regular,20,988.63,2023,5,3,22:35
9554079946,561860,1,874.78,69516494,2023-12-23 09:57:12,3528.74,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30.0,180,21,90,6038221,5,App Experience,Positive,2023-12-23,Kanpur,2024-09-23,Regular,12,1291.92,2023,12,23,09:57
4601205399,673058,2,765.76,97111069,2023-07-14 20:15:51,3250.65,Cough Syrup,Pharmacy,Balan-Madan,765.76,957.2,20.0,365,30,94,718730,4,App Experience,Positive,2023-07-14,North Dumdum,2024-02-16,Inactive,10,1898.27,2023,7,14,20:15
5633967304,704868,2,193.46,72605638,2024-01-30 19:14:01,2009.59,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25.0,365,24,58,8701762,3,Delivery,Negative,2024-01-30,Korba,2024-09-02,Inactive,12,983.84,2024,1,30,19:14
4168163237,592784,1,280.35,47503133,2023-07-06 00:28:47,1178.88,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,431.31,35.0,90,27,64,2858606,4,Delivery,Positive,2023-07-06,Chapra,2024-10-26,Inactive,12,1614.04,2023,7,6,00:28
5924297360,654623,3,422.14,59197894,2024-09-09 21:59:31,723.44,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35.0,90,18,76,378316,3,Product Quality,Neutral,2024-09-09,Akola,2023-10-14,Inactive,19,1788.36,2024,9,9,21:59
2120299901,767398,2,22.14,28499191,2024-06-12 09:32:04,1204.42,Dish Soap,Household Care,"Arya, Sundaram and Pingle",22.14,29.52,25.0,365,15,57,7303951,4,Delivery,Neutral,2024-06-12,Thoothukudi,2023-07-24,Premium,11,1018.2,2024,6,12,09:32
1070876534,712307,2,264.89,59329145,2024-02-21 19:01:21,4573.95,Orange Juice,Cold Drinks & Juices,Chana LLC,264.89,378.41,30.0,180,16,73,5282550,4,App Experience,Neutral,2024-02-21,Gulbarga,2024-08-30,Regular,19,999.5,2024,2,21,19:01
7032280048,274207,2,328.51,18567760,2023-09-15 22:21:31,1403.74,Cough Syrup,Pharmacy,"Savant, Batta and Mander",328.51,410.64,20.0,365,25,51,2040171,2,Customer Service,Negative,2023-09-15,Fatehpur,2024-05-28,Regular,13,1933.7,2023,9,15,22:21
156346853,490602,1,549.47,57331847,2023-03-30 09:00:22,1506.38,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15.0,365,20,71,2222935,5,Customer Service,Positive,2023-03-30,Amravati,2023-09-19,Regular,5,752.87,2023,3,30,09:00
6873267326,319388,1,657.8,45546750,2024-02-10 07:52:23,2229.88,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,939.71,30.0,180,26,56,5733557,4,App Experience,Neutral,2024-02-10,Madhyamgram,2024-10-28,Premium,13,1808.6,2024,2,10,07:52
1370661468,187399,3,53.49,64795608,2023-09-27 02:02:46,957.45,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40.0,180,14,73,7842448,5,App Experience,Positive,2023-09-27,Udupi,2023-10-22,New,14,470.99,2023,9,27,02:02
3612128358,4452,1,169.88,8513589,2024-04-24 23:13:39,1654.11,Baby Wipes,Baby Care,Morar-Mistry,169.88,242.69,30.0,365,27,100,8133334,3,App Experience,Negative,2024-04-24,Bathinda,2024-02-08,New,6,1590.11,2024,4,24,23:13
1736953222,146840,2,786.85,86704661,2024-02-18 14:00:30,3889.08,Bread,Dairy & Breakfast,"Bains, Deol and Vaidya",786.85,983.56,20.0,7,19,89,4645106,5,Delivery,Positive,2024-02-18,Kamarhati,2024-03-16,Premium,12,1726.51,2024,2,18,14:00
9107923488,4452,1,169.88,85354059,2023-11-20 04:53:01,2768.96,Baby Wipes,Baby Care,Morar-Mistry,169.88,242.69,30.0,365,27,100,3931686,4,Delivery,Positive,2023-11-20,Begusarai,2023-08-20,Premium,2,672.87,2023,11,20,04:53
4378877600,952168,2,236.95,46989310,2023-11-27 11:09:25,1365.37,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35.0,90,28,79,6793875,1,Product Quality,Negative,2023-11-27,Hindupur,2024-10-03,Regular,17,577.75,2023,11,27,11:09
3232762361,124290,3,39.65,22613559,2023-07-24 15:36:05,2843.52,Lotion,Personal Care,Sachdev Group,39.65,61.0,35.0,365,23,71,6512144,5,Delivery,Positive,2023-07-24,Berhampur,2023-12-21,Premium,10,736.33,2023,7,24,15:36
1831641377,219598,3,367.08,76971644,2024-03-19 04:14:41,3402.24,Shampoo,Personal Care,Arora-Magar,367.08,564.74,35.0,365,28,83,3075998,3,Product Quality,Neutral,2024-03-19,Thoothukudi,2024-09-20,Inactive,20,1812.27,2024,3,19,04:14
562428866,432617,3,863.18,57833505,2023-04-17 19:29:17,896.97,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30.0,365,17,97,3417089,3,Delivery,Neutral,2023-04-17,Thrissur,2024-01-10,New,5,1832.55,2023,4,17,19:29
4607715908,555121,2,354.91,59095971,2024-08-24 22:51:27,4650.66,Carrots,Fruits & Vegetables,"Subramanian, Chaudhuri and Dora",354.91,473.21,25.0,3,30,67,4901338,3,Customer Service,Neutral,2024-08-24,Amroha,2023-09-08,Inactive,15,311.21,2024,8,24,22:51
4804575203,587420,3,357.42,53974737,2023-05-23 21:43:41,1762.54,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35.0,90,22,50,5959915,3,Product Quality,Negative,2023-05-23,Panipat,2023-10-30,New,15,672.4,2023,5,23,21:43
8287234948,953175,1,225.21,47939657,2024-10-07 07:48:35,1856.75,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30.0,365,11,73,983440,5,Customer Service,Positive,2024-10-07,Bhavnagar,2024-07-01,Regular,9,1600.67,2024,10,7,07:48
6074452586,965755,1,532.57,78806824,2023-09-01 08:30:26,81.35,Bananas,Fruits & Vegetables,"Doshi, Sarraf and Sama",532.57,710.09,25.0,3,21,91,5178395,3,Product Quality,Negative,2023-09-01,Guntakal,2024-01-08,Premium,20,1027.41,2023,9,1,08:30
6821790656,487931,2,709.08,66710182,2024-08-03 13:10:35,2094.62,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15.0,365,27,68,4017037,3,App Experience,Negative,2024-08-03,Korba,2024-03-18,Inactive,11,1751.48,2024,8,3,13:10
7821942520,490939,1,80.25,84468124,2024-02-12 23:57:16,2732.91,Lotion,Personal Care,"Roy, Barad and De",80.25,123.46,35.0,365,12,67,8996588,3,Delivery,Neutral,2024-02-13,Gaya,2023-04-20,Premium,12,859.39,2024,2,12,23:57
3012496270,848226,2,209.59,27604184,2023-04-06 03:45:57,2270.44,Tomatoes,Fruits & Vegetables,Barad and Sons,209.59,279.45,25.0,3,10,51,1207954,4,Customer Service,Neutral,2023-04-06,Nandyal,2023-10-06,New,9,1108.86,2023,4,6,03:45
8980370750,56589,1,517.77,76971644,2023-09-15 14:47:03,901.58,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20.0,365,16,85,7547714,1,Product Quality,Negative,2023-09-15,Thoothukudi,2024-09-20,Inactive,20,1812.27,2023,9,15,14:47
6535672015,798639,3,211.25,4758426,2023-05-05 08:41:49,2685.35,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20.0,7,12,78,3548365,3,App Experience,Negative,2023-05-05,Vijayawada,2024-01-06,New,14,448.81,2023,5,5,08:41
6999060704,137909,2,864.3,15534747,2023-04-28 15:55:23,672.73,Cough Syrup,Pharmacy,Dalal PLC,864.3,1080.37,20.0,365,23,65,2434820,5,Product Quality,Positive,2023-04-28,Kadapa,2023-09-19,Inactive,15,362.34,2023,4,28,15:55
9403732731,131748,2,81.35,73393269,2024-05-26 15:50:08,2995.55,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35.0,365,30,53,7040880,5,Product Quality,Positive,2024-05-26,Ajmer,2024-06-11,Regular,8,1615.2,2024,5,26,15:50
5649255352,449106,3,48.55,84119685,2024-10-30 23:39:54,3938.48,Soap,Personal Care,"Shere, Thakur and Naik",48.55,74.69,35.0,365,30,95,906286,4,Delivery,Positive,2024-10-30,Sambhal,2023-06-09,Inactive,4,1623.47,2024,10,30,23:39
5034409841,700048,1,141.28,46629917,2023-08-15 03:17:51,2746.95,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25.0,365,25,98,7109416,3,Product Quality,Neutral,2023-08-15,Jamshedpur,2024-02-09,Premium,1,788.35,2023,8,15,03:17
9072111617,112390,1,877.98,49985597,2024-09-15 22:20:56,2799.39,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,521542,2,App Experience,Negative,2024-09-15,Kishanganj,2024-08-06,Regular,3,775.73,2024,9,15,22:20
9556880451,621677,3,317.8,48778633,2023-10-08 11:26:54,4818.86,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40.0,180,15,71,5863363,4,Delivery,Neutral,2023-10-08,Pimpri-Chinchwad,2023-12-13,New,14,609.63,2023,10,8,11:26
4602796463,859361,3,432.39,22047134,2024-09-12 05:20:17,2500.69,Shampoo,Personal Care,Mitter Group,432.39,665.22,35.0,365,25,77,5950845,2,Delivery,Negative,2024-09-12,Warangal,2024-10-26,Inactive,20,991.94,2024,9,12,05:20
6061353924,291238,1,746.03,49241309,2024-03-03 22:15:37,1424.69,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",746.03,1147.74,35.0,90,16,68,6268912,5,App Experience,Positive,2024-03-03,Gurgaon,2024-06-19,Inactive,11,1340.89,2024,3,3,22:15
4366519080,764014,2,612.04,63339001,2023-05-29 17:54:41,2771.3,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",612.04,720.05,15.0,365,30,100,5564520,5,Customer Service,Positive,2023-05-29,Noida,2023-09-09,New,12,682.32,2023,5,29,17:54
1324817141,739448,1,755.66,71694275,2023-08-17 22:02:37,5053.37,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25.0,365,24,79,1885638,4,App Experience,Positive,2023-08-17,Aurangabad,2023-06-02,Regular,8,476.34,2023,8,17,22:02
5419080144,89084,2,598.83,55404382,2024-11-01 16:44:12,2197.72,Milk,Dairy & Breakfast,"Wali, Virk and Iyer",598.83,748.54,20.0,7,27,74,6933855,3,Product Quality,Neutral,2024-11-01,Guntakal,2023-09-25,Premium,19,950.79,2024,11,1,16:44
8813470284,77308,1,223.27,57537308,2024-01-04 05:16:34,1665.1,Onions,Fruits & Vegetables,Ratta-Sagar,223.27,297.69,25.0,3,29,91,1882628,5,Delivery,Positive,2024-01-04,Jorhat,2024-05-18,New,8,1641.88,2024,1,4,05:16
3182992799,449106,2,48.55,81906973,2023-10-18 13:55:00,4329.87,Soap,Personal Care,"Shere, Thakur and Naik",48.55,74.69,35.0,365,30,95,6472516,3,Delivery,Negative,2023-10-18,Loni,2023-08-16,New,20,218.78,2023,10,18,13:55
7792996715,961614,3,227.22,22081691,2024-01-03 15:04:47,949.2,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35.0,90,26,99,1780948,3,App Experience,Neutral,2024-01-03,Satara,2023-11-16,New,13,361.38,2024,1,3,15:04
6962624734,491314,3,973.44,88866835,2023-04-27 08:57:43,3579.41,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40.0,180,11,71,8600331,4,App Experience,Positive,2023-04-27,South Dumdum,2023-11-01,Premium,6,506.63,2023,4,27,08:57
5948662456,848226,1,209.59,35988028,2023-06-29 18:25:14,4187.66,Tomatoes,Fruits & Vegetables,Barad and Sons,209.59,279.45,25.0,3,10,51,6278165,3,Customer Service,Neutral,2023-06-29,Naihati,2024-08-31,Premium,6,898.52,2023,6,29,18:25
3395675979,300159,1,44.35,88202341,2023-06-10 15:59:50,2930.34,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30.0,180,20,93,5974448,4,App Experience,Neutral,2023-06-10,Kottayam,2023-08-20,Inactive,9,644.06,2023,6,10,15:59
7550368787,237083,2,577.13,51592174,2023-12-30 17:50:47,5268.01,Cough Syrup,Pharmacy,Hayer-Banerjee,577.13,721.41,20.0,365,24,86,7720023,4,Product Quality,Positive,2023-12-30,Secunderabad,2023-08-11,New,2,794.83,2023,12,30,17:50
8357671697,677169,3,261.03,97388817,2024-04-14 00:42:08,39.65,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20.0,365,12,77,4357427,3,Customer Service,Negative,2024-04-14,Bathinda,2024-06-16,Regular,1,1161.94,2024,4,14,00:42
9600704922,833557,3,422.87,90372221,2023-11-13 12:31:56,2378.52,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20.0,7,27,69,7209600,3,Product Quality,Negative,2023-11-13,Jabalpur,2023-05-30,Regular,6,1923.68,2023,11,13,12:31
9915229426,112390,2,877.98,12832151,2024-02-03 02:47:57,37.8,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35.0,365,23,85,4521726,2,Product Quality,Negative,2024-02-03,Baranagar,2023-07-12,Inactive,16,356.96,2024,2,3,02:47
9927474026,567671,1,418.48,94137242,2023-03-28 04:07:24,530.85,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35.0,90,12,90,6861653,4,Product Quality,Neutral,2023-03-28,Bhagalpur,2023-04-17,New,14,1592.85,2023,3,28,04:07
6310535397,968887,1,40.7,21461764,2023-05-26 17:46:19,5015.88,Dish Soap,Household Care,Keer-Gill,40.7,54.27,25.0,365,18,92,6134638,1,Customer Service,Negative,2023-05-26,Singrauli,2023-04-18,Premium,15,1689.46,2023,5,26,17:46
8045941430,723678,2,675.46,67829645,2023-05-24 15:07:03,2667.64,Dog Food,Pet Care,"Lall, Datta and Swamy",675.46,1039.17,35.0,365,14,97,3123642,3,Delivery,Neutral,2023-05-24,Jamalpur,2023-11-08,New,4,711.83,2023,5,24,15:07
